"Source Url","Url","Term","Course","Enrl","Median"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-001-04","126","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-002-01","44","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-005-01","13","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-010-01","45","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-010-02","45","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-020-01","65","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-020-02","65","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-021-01","22","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-021-02","22","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-021-03","65","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-021-04","65","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-022-01","31","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-022-02","31","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-022-03","61","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-022-04","61","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-024-01","44","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-024-02","44","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-026-01","18","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-026-02","18","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-027-01","50","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-027-02","50","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-028-01","19","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-028-02","19","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-029-01","33","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-035-01","55","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-035-02","55","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-036-01","36","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-038-01","15","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-039-01","71","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ECON-039-02","71","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","EDUC-001-01","50","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","EDUC-015-01","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","EDUC-016-01","30","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","EDUC-060-01","30","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","EDUC-062-01","21","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGL-001-01","37","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGL-015-01","33","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGL-035-01","11","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGL-080-01","13","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGL-52.16-01","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGL-52.17-01","33","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGL-53.04-01","15","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGL-53.16-01","21","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGL-53.34-01","46","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGL-54.03-01","26","A-/B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGL-54.15-01","14","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGL-54.40-01","11","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGL-87.04-01","14","A/A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGS-004-01","27","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGS-012-01","31","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGS-013-01","46","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGS-020-01","27","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGS-021-01","70","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGS-022-01","49","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGS-023-01","36","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGS-026-01","23","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGS-027-01","31","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGS-033-01","54","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGS-035-01","18","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGS-037-01","43","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGS-076-01","27","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGS-089-01","41","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGS-091-01","11","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGS-092-01","13","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENGS-093-01","30","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENVS-003-01","80","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENVS-015-01","52","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENVS-017-01","25","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENVS-030-01","30","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENVS-040-90","13","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENVS-042-90","13","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENVS-060-01","17","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENVS-067-01","24","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENVS-072-01","10","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ENVS-084-90","13","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","FILM-001-01","49","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","FILM-020-01","19","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","FILM-030-01","12","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","FILM-033-01","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","FILM-040-01","14","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","FILM-43.04-01","19","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","FREN-001-01","18","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","FREN-001-02","10","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","FREN-001-03","13","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","FREN-002-01","14","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","FREN-002-03","10","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","FREN-002-04","13","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","FREN-003-01","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","FREN-003-02","18","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","FREN-003-03","18","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","FREN-008-01","10","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","FREN-008-02","11","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","FREN-023-01","14","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","FREN-10.03-01","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","FREN-40.06-01","11","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","FRIT-35.02-01","18","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GEOG-001-01","39","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GEOG-002-01","44","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GEOG-003-01","19","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GEOG-006-01","37","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GEOG-011-01","29","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GEOG-015-01","39","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GEOG-018-01","22","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GEOG-022-01","26","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GEOG-023-01","13","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GEOG-045-01","22","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GEOG-050-01","36","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GEOG-057-01","15","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GEOG-067-01","24","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GEOG-090-01","14","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GEOG-090-02","12","A-/B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GEOG-090-03","12","A/A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GERM-001-01","12","A-/B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GERM-003-01","12","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GERM-10.01-01","15","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-003-01","41","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-004-01","41","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-005-01","37","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-005-02","39","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-005-03","39","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-006-01","39","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-010-01","16","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-010-02","23","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-010-03","16","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-016-01","28","B+/B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-016-02","28","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-065-01","37","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-097-01","12","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-20.01-01","27","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-30.03-01","37","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-40.09-01","32","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-40.19-01","25","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-49.05-01","33","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-49.06-01","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-60.04-01","37","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-64.01-01","34","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-83.05-01","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-84.01-01","18","A-/B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-84.14-01","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-85.08-01","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-85.36-01","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","GOVT-86.25-01","13","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HIST-003-01","28","A-/B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HIST-011-01","14","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HIST-014-01","70","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HIST-017-01","13","B"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HIST-022-01","12","A/A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HIST-023-01","11","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HIST-026-01","27","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HIST-026-02","29","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HIST-036-01","40","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HIST-037-01","14","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HIST-042-01","28","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HIST-049-01","14","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HIST-05.04-01","29","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HIST-05.05-01","28","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HIST-062-01","14","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HIST-071-01","11","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HIST-08.04-01","28","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HIST-09.01-01","17","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HIST-098-01","10","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HIST-78.02-01","23","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HIST-94.06-01","28","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HIST-96.07-01","12","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HIST-96.14-01","11","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HUM-001-02","16","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HUM-001-03","15","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HUM-001-04","14","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HUM-001-05","16","A/A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","HUM-001-06","16","B+"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","INTS-016-01","37","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","INTS-018-01","44","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","INTS-17.10-01","18","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","INTS-80.01-01","17","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ITAL-001-01","12","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","ITAL-003-01","12","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","JAPN-001-01","17","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","JAPN-001-02","15","A"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","JAPN-61.08-01","39","A-"
"http://www.dartmouth.edu/~reg/transcript/medians/17f.html","","17F","JWST-006-01","35","A-"
